type,id,thumbnail,image,name,description,yearpublished,minplayers,maxplayers,poll,playingtime,minplaytime,maxplaytime,minage,link,statistics,marketplacelistings
boardgame,909,https://cf.geekdo-images.com/A5RjCNR_oABYtvUn9DpD9g__thumb/img/Jb57oUd0Awhio7ECo6f8xtna278=/fit-in/200x150/filters:strip_icc()/pic35000.jpg,https://cf.geekdo-images.com/A5RjCNR_oABYtvUn9DpD9g__original/img/2WiLfX8UVUB4qMos-ppgfDCHIvw=/0x0/filters:format(jpeg)/pic35000.jpg,,Players take turns placing various sized wooden balls on the carefully balanced structure that resembles the rings of Saturn.  Players must attempt to place their balls on the rings without making the ring touch the table.  Higher points are scored if balls are placed on the outer ring.  Also heavier balls score higher as well.&#10;&#10;,,,,,,,,,,,
boardgame,910,https://cf.geekdo-images.com/AHzkTSekyHP7kZeZoeTihg__thumb/img/G1353TMGAXiIRPvYXGRXpfN3Pbo=/fit-in/200x150/filters:strip_icc()/pic455447.jpg,https://cf.geekdo-images.com/AHzkTSekyHP7kZeZoeTihg__original/img/K1AozAsWHFN6TybrpV9V9S3Gv4Y=/0x0/filters:format(jpeg)/pic455447.jpg,,Players take turns laying down tiles of varying colors and sizes attempting to reach a secret goal in the painting (e.g. 4 contiguous red shapes). Before or after placing a tile players can slide pieces around to adjust the painting to their liking.&#10;  &#10;&#10;&#10;,,,,,,,,,,,
boardgame,911,https://cf.geekdo-images.com/VYq1Ed6xT2Gzk4nZto0a5A__thumb/img/XAUrEiPhkiCacSGtdd-77aRJOcM=/fit-in/200x150/filters:strip_icc()/pic59579.jpg,https://cf.geekdo-images.com/VYq1Ed6xT2Gzk4nZto0a5A__original/img/hZgyVo5Z_c1q6B-rT1ipQtfrXXQ=/0x0/filters:format(jpeg)/pic59579.jpg,,"This classic SPI game from 1980 covers the economic and political landscape of Medieval Europe from 771 to 1467 on an area map.  Several scenarios allow players to do anything from a solitaire game during the Charlemagne's reign to the &quot;Grand Scenario&quot; that covers historical trends throughout the period.&#10;&#10;Decision Games published a second edition in 2004, with a differently styled map.  It added optional expansion rules &amp; counters for Armies, Fleets, and Civilization Markers, along with additional Event Cards -- raising their number from 56 to 164.&#10;&#10;At the start of each player's Round, Event Cards are drawn which change the strategic situation (such as Plague or Bounty) or benefit a player in various ways.  The descriptions of the Events contain a great deal of historical information, adding much interest to the game.&#10;&#10;Each player may attempt to perform up to five &quot;Endeavors&quot; per 25-year long Turn.&#10;&#10;There are six types of Endeavors:  Conquest, Pillage, Diplomacy, Defense, Fortification (including building Armies/Fleets) and Ruling. Additionally, moving Armies/Fleets and Taxation may always be performed.&#10;&#10;Endeavor resolution is diceless; instead &quot;Year Cards&quot; which show an array of results for each type of Endeavor are drawn.  The card might also require a Leader Stature Check, which can change the player's Combat, Administration, and Diplomacy ratings.&#10;&#10;Endeavor resolution is affected by the appropriate Leader rating, and the involved areas' language, religion, population, and Social State (which changes frequently).  Poor performance can lead to Unrest or Rebellion in an Area.&#10;&#10;An area's Social State value rises and falls as a result of Events and Endeavors, and improving the Social State of your empire is an important object of play.&#10;&#10;Optional rules add non-player Raiders and Magnates.&#10;&#10;The Sword And The Stars is a galactic empire game based on the Empires Of The Middle Age game system.&#10;&#10;",,,,,,,,,,,
boardgame,912,https://cf.geekdo-images.com/gez--aYKtjoBFmH-KBrcmQ__thumb/img/wc_lMeEkumraH-nEoyBlOO0JYl4=/fit-in/200x150/filters:strip_icc()/pic32734.jpg,https://cf.geekdo-images.com/gez--aYKtjoBFmH-KBrcmQ__original/img/9En8f8sPKB4R7chvV3JB5rt-_F0=/0x0/filters:format(jpeg)/pic32734.jpg,,"Pacific Victory covers the war in the Pacific during World War II using the Columbia Block game system. Units are represented by wooden blocks which remain upright and hide the type and strength of the unit. A fusion of Columbia's older &quot;Front&quot; system and its newer &quot;Victory&quot; system, the game focuses on the grand strategy of the Pacific war. It provides a number of scenarios that deal with specific stages of the war and also a grand campaign.&#10;&#10;&#10;See wiki page for Pacific Victory.&#10;&#10;",,,,,,,,,,,
boardgameexpansion,913,https://cf.geekdo-images.com/ej03pb5H3WA9SGLA_kWJFg__thumb/img/tipb4mEfZF_hht6Mn-jxxFC4B8k=/fit-in/200x150/filters:strip_icc()/pic248718.jpg,https://cf.geekdo-images.com/ej03pb5H3WA9SGLA_kWJFg__original/img/72CoUT4W7nHsr2y2GHhQWXieY5s=/0x0/filters:format(jpeg)/pic248718.jpg,,"High Bohn is the first of the Bohnanza expansions printed by Lookout Games. It was released in a limited run, then was slightly reworked and published by AMIGO as High Bohn: Bohnenduell um 12 Uhr mittags and then by Rio Grande Games as High Bohn Plus.&#10;&#10;There is a building type for each bean in the original game. Each building type gives the player some special ability to help trading, planting beans, or harvesting. The value of each building a player builds is added to his score at the end of the game and bonus points are awarded for completing different types of buildings.&#10;&#10;",,,,,,,,,,,
boardgame,914,https://cf.geekdo-images.com/XP8EdbHWGP31-_ERa6eyEA__thumb/img/mIlZsHHUd9C_joC_t-zXDZkUMjo=/fit-in/200x150/filters:strip_icc()/pic74898.jpg,https://cf.geekdo-images.com/XP8EdbHWGP31-_ERa6eyEA__original/img/A8ADsaRtIZarlP4COoQK1IsMZvs=/0x0/filters:format(jpeg)/pic74898.jpg,,The artifacts of an ancient space faring race wreak havoc on humanity and must be stopped! A solitaire game pitting the player against an automated platform of destruction. Take command of humanities finest squadrons of assault ships in a desperate attempt to destroy the ancient battle platform before your fleet is turned to space junk!&#10;&#10;Crew-up your Paladin and set your jump vector for adventure! In this solitaire game an elite squadron of Paladin Class assault ships are under your command. Objective: Destroy an artifact battle platform while minimizing losses to your squadron. The automated platform will be firing deadly plasma bolts automatically and randomly. Avoid these while using your fusion guns to take out the platforms critical components before you are vaporized!&#10;&#10;,,,,,,,,,,,
boardgame,915,https://cf.geekdo-images.com/5wwSFSDlAa0LkEQyN1Dgmw__thumb/img/KUxemc015aCXAVgXfx3yvx8Jnk8=/fit-in/200x150/filters:strip_icc()/pic7229381.jpg,https://cf.geekdo-images.com/5wwSFSDlAa0LkEQyN1Dgmw__original/img/JtUe3mAcF8KYH3SXm_9HhbGiQCk=/0x0/filters:format(jpeg)/pic7229381.jpg,,"Mystery of the Abbey is a whodunit deduction game in the spirit of Clue. A monk has been murdered in a medieval French Abbey. Players maneuver their way through the Abbey examining clues and questioning each other to find out who is the culprit.&#10;&#10;Monks are of three orders, fat-thin, bald-hatted, bearded-clean shaven. One monk card is hidden, and the rest of the cards are distributed.  Turns consist of moving up to two spaces, and then asking a question of any other monks who are present there. (For instance, &quot;how many fat monks do you have?&quot;.) Players may either take a &quot;vow of silence&quot; or answer truthfully; they then in turn get to ask the accuser a question.  &quot;Mass&quot; occurs every four turns: all players go back to the Sanctuary, an event card is read, and they then pass an ever growing number of cards to their left neighbor. Various rooms have special events or cards associated with them, e.g. in a Cell you get to pick a card from a neighbor, in the Cryptorum you get to pick up a card to take an extra turn later. Unlike Clue you don't automatically win by making a correct Accusation: you get 4 points for getting it right, but you also get 2 points for each correct Declaration of a single trait, and lose points for incorrect declarations and accusations. So, e.g. a person could correctly Declare the culprit but lose the game.  Unique Events cards add randomness to each play, and the game begs for House rules to limit the questions.&#10;&#10;",,,,,,,,,,,
boardgame,916,https://cf.geekdo-images.com/2G6yPiEj4mC7JinRzJPsKQ__thumb/img/PV48oCeJNK0oZAepXWVnrY-aw88=/fit-in/200x150/filters:strip_icc()/pic1967210.jpg,https://cf.geekdo-images.com/2G6yPiEj4mC7JinRzJPsKQ__original/img/LmWqwvsgm7tSUApz1BGSqIRIL0c=/0x0/filters:format(jpeg)/pic1967210.jpg,,"Roll the die, move your pawn and grab treasures - but also, each player hides his treasures in a treasure chest having  two compartments. You must remember which side has your jewels and where this side currently is as the chest gets flipped and rotated by opponents.  If you run into Pete the Pirate, you want to be able to open the empty half.&#10;&#10;Contents: board, pirate, 4 play figures, 4 treasure chests, 20 precious gems, special die&#10;&#10;Ages 6 and up&#10;&#10;",,,,,,,,,,,
boardgame,917,https://cf.geekdo-images.com/M49aMRX_EmQIh56Kx-Snfg__thumb/img/26pAKkrplP9CZXkJYio9jto6pjw=/fit-in/200x150/filters:strip_icc()/pic1287239.jpg,https://cf.geekdo-images.com/M49aMRX_EmQIh56Kx-Snfg__original/img/eGSpzQgF1tOoZ19WkjwPIHj3E28=/0x0/filters:format(jpeg)/pic1287239.jpg,,"The object is to score points. Each round, you replace cards in your rack so their numbers read in any numerical progression from a low number at the front to a high one at the back (the racks hold the cards behind each other); achieving this ends the round. The cards are numbered from 1 to 60; you initially place them in your rack in the order they're dealt. On your turn, you draw from the deck or the discard pile, swapping the card with one from your rack.&#10;&#10;The original publisher was Milton Bradley.&#10;&#10;Re-implemented by:&#10;Super Rack-O&#10;Racko Plus&#10;&#10;",,,,,,,,,,,
boardgame,920,https://cf.geekdo-images.com/xpMU1JsD34dCqjVCAE2aBA__thumb/img/42mO5-Q3Da1qbvpUQVyZxPkkBao=/fit-in/200x150/filters:strip_icc()/pic243836.jpg,https://cf.geekdo-images.com/xpMU1JsD34dCqjVCAE2aBA__original/img/Il4z5VdigEuy1SR82BidKLyEwYU=/0x0/filters:format(jpeg)/pic243836.jpg,,Ultimate Ouburst is a superset of the original Outburst! featuring 2 extra rounds of play.  ReverseBurst where you hear and answers and guess the topic and Challenge Outburst where you bid against the opponents.&#10;&#10;It also features updated topics.&#10;&#10;,,,,,,,,,,,
boardgame,923,https://cf.geekdo-images.com/o5K6Roe1aP0dVdndD3AyDw__thumb/img/qedsX5wWU79IvympWGfHxkTGq0E=/fit-in/200x150/filters:strip_icc()/pic106323.jpg,https://cf.geekdo-images.com/o5K6Roe1aP0dVdndD3AyDw__original/img/M7v_8iIVCUbsHzuSUOfKaXx0Bk8=/0x0/filters:format(jpeg)/pic106323.jpg,,"Simple card game of cycle racing. Players fight to hold the yellow jersey when the race ends.&#10;&#10;Players are dealt 6 cards and draw a 7th before playing a pace card, and any additional modifiers. There are 84 pace cards numbered between 39 and 50, Spurts (which add 2 to your pace), Headwind (which subtract -2 from your pace) and Mountains (which ensure that no one can take the lead from the current player).&#10;&#10;One player starts as the race leader with a yellow token, and plays a speed card. Successive players must match the leader's pace to stay in the Peleton (the race pack), and each enjoys a +2 to their pace card simulating the benefit of decreased wind resistance.  If a player falls more than 2 behind the pack, than they draw chips (representing minutes) equal to the difference from their card and the race pace.  If a player starts his turn not in the Peleton, than he does not get the +2 slipstream bonus.&#10;&#10;If a player plays a card that is faster than the race leader, they either take the lead, or make up time until they catch the Peleton.  If they take the lead, they take the yellow token, and successive players must now match their tempo.&#10;&#10;You must play Headwinds when you draw them, and you can use Spurts as you like.  You play Mountain cards on yourself or the race leader, and they prevent anyone from passing the leader, and they also remove the 2 km slipstream bonus that other player otherwise enjoy.&#10;&#10;The race ends when the deck runs out.  The player holding the yellow token wins and scores a point, the other players lose points equal to the chips in front of them.&#10;&#10;Timing is everything if you plan to win.&#10;&#10;",,,,,,,,,,,
boardgame,925,https://cf.geekdo-images.com/dbKLvMw--0rTKU5ShvZ79A__thumb/img/yEhvq77CKOzj6MPQzoHcw-sQF1Y=/fit-in/200x150/filters:strip_icc()/pic2453810.jpg,https://cf.geekdo-images.com/dbKLvMw--0rTKU5ShvZ79A__original/img/gxN0VrgnvVXk-Epp8F8nhpzhzvA=/0x0/filters:format(jpeg)/pic2453810.jpg,,"Werewolf (also known as Mafia) takes place in a small town where a minority of the townsfolk hold a dangerous secret.&#10;&#10;Each player is secretly assigned a role - Werewolf, Villager, or Seer (a special Villager). There is also a Moderator who controls the flow of the game.&#10;&#10;The game alternates between night and day phases. At night, the Werewolves secretly choose a Villager to kill. Also, the Seer (if still alive) asks whether another player is a Werewolf or not. During the day, the Villager who was killed is revealed and is out of the game. The remaining Villagers then vote on the player they suspect is a Werewolf. That player reveals his/her role and is out of the game.&#10;&#10;Werewolves win when there are an equal number of Villagers and Werewolves. Villagers win when they have killed all Werewolves. Werewolf is a social game that requires no equipment to play, and can accommodate almost any large group of players.&#10;&#10;",,,,,,,,,,,
